metal,source,freq,as_of_date,metric,value,unit,is_imputed,method,quality,quality_notes,load_run_id,raw_file,raw_checksum
COPPER,SHFE,W,2025-02-10,shfe_total_mt,184817.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-11,shfe_futures_mt,53008.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-11,shfe_total_mt,184817.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-12,shfe_futures_mt,53008.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-12,shfe_total_mt,184817.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-13,shfe_futures_mt,53008.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-13,shfe_total_mt,184817.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-14,shfe_futures_mt,111621.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-14,shfe_total_mt,230281.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-15,shfe_futures_mt,111621.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-15,shfe_total_mt,230281.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-16,shfe_futures_mt,111621.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-16,shfe_total_mt,230281.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-17,shfe_futures_mt,111621.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-17,shfe_total_mt,230281.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-18,shfe_futures_mt,111621.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-18,shfe_total_mt,230281.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-19,shfe_futures_mt,111621.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-19,shfe_total_mt,230281.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-20,shfe_futures_mt,111621.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-20,shfe_total_mt,230281.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-21,shfe_futures_mt,154085.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-21,shfe_total_mt,260091.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-22,shfe_futures_mt,154085.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-22,shfe_total_mt,260091.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-23,shfe_futures_mt,154085.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-23,shfe_total_mt,260091.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-24,shfe_futures_mt,154085.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-24,shfe_total_mt,260091.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-25,shfe_futures_mt,154085.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-25,shfe_total_mt,260091.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-26,shfe_futures_mt,154085.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-26,shfe_total_mt,260091.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-27,shfe_futures_mt,154085.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-27,shfe_total_mt,260091.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-28,shfe_futures_mt,157557.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-02-28,shfe_total_mt,268337.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-01,shfe_futures_mt,157557.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-01,shfe_total_mt,268337.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-02,shfe_futures_mt,157557.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-02,shfe_total_mt,268337.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-03,shfe_futures_mt,157557.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-03,shfe_total_mt,268337.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-04,shfe_futures_mt,157557.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-04,shfe_total_mt,268337.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-05,shfe_futures_mt,157557.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-05,shfe_total_mt,268337.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-06,shfe_futures_mt,157557.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-06,shfe_total_mt,268337.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-07,shfe_futures_mt,157487.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-07,shfe_total_mt,267376.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-08,shfe_futures_mt,157487.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-08,shfe_total_mt,267376.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-09,shfe_futures_mt,157487.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-09,shfe_total_mt,267376.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-10,shfe_futures_mt,157487.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-10,shfe_total_mt,267376.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-11,shfe_futures_mt,157487.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-11,shfe_total_mt,267376.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-12,shfe_futures_mt,157487.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-12,shfe_total_mt,267376.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-13,shfe_futures_mt,157487.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-13,shfe_total_mt,267376.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-14,shfe_futures_mt,157649.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-14,shfe_total_mt,255472.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-15,shfe_futures_mt,157649.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
